time,seconds_elapsed,bpm
1766401971264000000,-1.602,92
1766401972465000000,-0.401,105
1766401973666000000,0.799999755859375,104
1766401974867000000,2.001,104
1766401975921000000,3.055,104
1766401976922000000,4.055999755859375,0
1766401977924000000,5.058,104
1766401978925000000,6.059,103
1766401979926000000,7.060000244140625,103
1766401980928000000,8.062,104
1766401981929000000,9.063,104
1766401982930000000,10.063999755859374,105
1766401983933000000,11.067,106
1766401984934000000,12.068000244140626,106
1766401985935000000,13.069,106
1766401986936000000,14.07,104
1766401987937000000,15.071,106
1766401988938000000,16.071999755859373,108
1766401989941000000,17.075,107
1766401990942000000,18.076000244140626,106
1766401991943000000,19.077,107
1766401992945000000,20.079,107
1766401993947000000,21.081,108
1766401994949000000,22.083,107
1766401995950000000,23.084000244140626,108
1766401996952000000,24.086,108
1766401997954000000,25.087999755859375,109
1766401998955000000,26.089,108
1766401999957000000,27.091,107
1766402000958000000,28.092000244140625,105
1766402001960000000,29.094,104
1766402002962000000,30.095999755859374,104
1766402003964000000,31.098,106
1766402004966000000,32.100000244140624,107
1766402005967000000,33.101,106
1766402006969000000,34.103,106
1766402007970000000,35.10399975585938,107
1766402008972000000,36.106,106
1766402009974000000,37.10800024414063,105
1766402010975000000,38.109,105
1766402011977000000,39.111,104
1766402012979000000,40.113,106
1766402013980000000,41.114,106
1766402014982000000,42.11600024414062,107
1766402015984000000,43.118,108
1766402016985000000,44.119,107
1766402017987000000,45.121,107
1766402018989000000,46.123,106
1766402019991000000,47.125,105
1766402020993000000,48.127,107
1766402021995000000,49.129,107
1766402022997000000,50.131,108
1766402023999000000,51.133,107
1766402025001000000,52.135,109
1766402026002000000,53.13599975585937,109
1766402027004000000,54.138,110
1766402028006000000,55.14000024414062,109
1766402029008000000,56.142,110
1766402030010000000,57.143999755859376,111
1766402031012000000,58.146,112
1766402032013000000,59.147,112
1766402033015000000,60.149,112
1766402034016000000,61.15,114
1766402035017000000,62.151,113
1766402036019000000,63.153,113
1766402037021000000,64.155,113
1766402038022000000,65.15600024414063,114
1766402039024000000,66.158,113
1766402040026000000,67.15999975585937,114
1766402041027000000,68.161,115
1766402042029000000,69.163,113
1766402043030000000,70.16400024414062,111
1766402044031000000,71.165,111
1766402045033000000,72.167,110
1766402046034000000,73.16799975585937,108
1766402047036000000,74.17,107
1766402048037000000,75.171,106
1766402049039000000,76.173,106
1766402050041000000,77.175,106
1766402051042000000,78.17599975585938,106
1766402052044000000,79.178,104
1766402053046000000,80.18000024414063,103
1766402054048000000,81.182,102
1766402055049000000,82.183,102
1766402056051000000,83.185,101
1766402057053000000,84.187,100
1766402058055000000,85.189,100
1766402059056000000,86.19,99
1766402060058000000,87.19199975585937,99
1766402061060000000,88.194,98
1766402062061000000,89.195,97
1766402063063000000,90.197,97
1766402064065000000,91.199,96
1766402065066000000,92.19999975585938,96
1766402066068000000,93.202,0
1766402067070000000,94.20400024414063,97
1766402068072000000,95.206,97
1766402069074000000,96.20799975585938,99
1766402070076000000,97.21,99
1766402071078000000,98.21200024414063,99
1766402072081000000,99.215,97
1766402073083000000,100.217,95
1766402074085000000,101.219,96
1766402075086000000,102.22000024414062,96
1766402076089000000,103.223,97
1766402077091000000,104.225,96
1766402078093000000,105.227,98
1766402079095000000,106.229,99
1766402080097000000,107.231,99
1766402081099000000,108.233,97
1766402082101000000,109.235,98
1766402083104000000,110.238,98
1766402084106000000,111.23999975585937,99
1766402085108000000,112.242,98
1766402086111000000,113.245,96
1766402087113000000,114.247,95
1766402088115000000,115.249,97
1766402089117000000,116.251,95
1766402090119000000,117.253,92
1766402091121000000,118.255,90
1766402092122000000,119.25599975585938,92
1766402093124000000,120.258,93
1766402094126000000,121.26000024414063,95
1766402095127000000,122.261,95
1766402096129000000,123.263,95
1766402097130000000,124.26399975585937,95
1766402098132000000,125.266,93
1766402099133000000,126.267,93
1766402100135000000,127.269,95
1766402101137000000,128.271,97
1766402102139000000,129.273,95
1766402103141000000,130.275,95
1766402104142000000,131.27600024414062,94
1766402105144000000,132.278,0
1766402106146000000,133.27999975585936,93
1766402107149000000,134.283,95
1766402108150000000,135.28400024414063,95
1766402109152000000,136.286,94
1766402110154000000,137.28799975585937,92
1766402111156000000,138.29,90
1766402112158000000,139.29200024414064,89
1766402113160000000,140.294,89
1766402114162000000,141.29599975585938,88
1766402115164000000,142.298,91
1766402116166000000,143.30000024414062,91
1766402117168000000,144.302,91
1766402118170000000,145.30399975585937,90
1766402119172000000,146.306,91
1766402120174000000,147.30800024414063,90
1766402121177000000,148.311,90
1766402122179000000,149.313,89
1766402123181000000,150.315,89
1766402124183000000,151.317,91
1766402125186000000,152.31999975585939,94
1766402126188000000,153.322,97
1766402127190000000,154.32400024414062,100
1766402128192000000,155.326,104
1766402129195000000,156.329,107
1766402130197000000,157.331,110
1766402131199000000,158.333,112
1766402132201000000,159.335,115
1766402133204000000,160.338,115
1766402134206000000,161.3400002441406,114
1766402135209000000,162.343,115
1766402136211000000,163.345,0
1766402137213000000,164.347,114
1766402138215000000,165.349,113
1766402139217000000,166.351,112
1766402140219000000,167.353,113
1766402141221000000,168.355,114
1766402142223000000,169.357,116
1766402143226000000,170.35999975585938,116
1766402144228000000,171.362,0
1766402145231000000,172.365,117
1766402146233000000,173.367,118
1766402147236000000,174.37,118
1766402148239000000,175.373,117
1766402149241000000,176.375,115
1766402150243000000,177.377,114
1766402151245000000,178.379,114
1766402152247000000,179.381,114
1766402153249000000,180.383,116
1766402154251000000,181.385,115
1766402155253000000,182.387,113
1766402156256000000,183.39,113
1766402157258000000,184.3919997558594,113
1766402158260000000,185.394,112
1766402159262000000,186.39600024414062,112
1766402160264000000,187.398,114
1766402161266000000,188.39999975585937,115
1766402162268000000,189.402,116
1766402163271000000,190.405,117
1766402164273000000,191.407,117
1766402165275000000,192.409,116
1766402166276000000,193.41,116
1766402167278000000,194.41200024414061,116
1766402168280000000,195.414,116
1766402169282000000,196.4159997558594,116
1766402170284000000,197.418,116
1766402171286000000,198.42000024414062,117
1766402172288000000,199.422,118
1766402173289000000,200.423,118
1766402174291000000,201.425,117
1766402175293000000,202.427,119
1766402176295000000,203.429,119
1766402177297000000,204.431,119
1766402178300000000,205.434,0
1766402179302000000,206.43600024414062,118
1766402180304000000,207.438,119
1766402181306000000,208.43999975585936,118
1766402182308000000,209.442,121
