time,seconds_elapsed,yaw,pitch,qy,qz,roll,qx,qw
1765793067373163500,-0.80883642578125,0.4968619644641876,0.014638208784162998,0.1369449943304062,-0.2444639950990677,0.2798070013523102,0.027262000367045403,0.9595509767532349
1765793067403131600,-0.778868408203125,0.49331536889076233,0.0181141197681427,0.1346309930086136,-0.2430659979581833,0.2740151882171631,0.02464599907398224,0.9603040218353271
1765793067413110800,-0.76888916015625,0.49247536063194275,0.017692163586616516,0.13381800055503845,-0.24265499413013458,0.27240636944770813,0.02459700033068657,0.9605230093002319
1765793067423090200,-0.758909912109375,0.49151602387428284,0.017244739457964897,0.13315799832344055,-0.24218100309371948,0.2711196541786194,0.024591999128460884,0.960735023021698
1765793067433038800,-0.748961181640625,0.4905141294002533,0.01716567762196064,0.13259899616241455,-0.24170899391174316,0.26995012164115906,0.024421999230980873,0.9609349966049194
1765793067443079200,-0.7389208984375,0.4894777238368988,0.017428528517484665,0.13200199604034424,-0.24124400317668915,0.2686161398887634,0.024065999314188957,0.9611430168151855
1765793067453119500,-0.728880615234375,0.48844948410987854,0.017915984615683556,0.13141900300979614,-0.2407969981431961,0.2672567069530487,0.023600000888109207,0.9613469839096069
1765793067463129000,-0.718870849609375,0.487537682056427,0.018324973061680794,0.13064099848270416,-0.24040499329566956,0.26551470160484314,0.023134000599384308,0.9615619778633118
1765793067473078000,-0.708921875,0.48673561215400696,0.018445760011672974,0.12970100343227386,-0.24005000293254852,0.26351067423820496,0.022783000022172928,0.9617859721183777
1765793067483118300,-0.698881591796875,0.4860455095767975,0.018422091379761696,0.12858399748802185,-0.23974299430847168,0.2611778676509857,0.02246999926865101,0.9620199799537659
1765793067513117000,-0.668883056640625,0.48461371660232544,0.018851352855563164,0.1254660040140152,-0.23915299773216248,0.254559189081192,0.021379999816417694,0.962602972984314
1765793067533136600,-0.64886328125,0.48422005772590637,0.01889839768409729,0.12444200366735458,-0.238988995552063,0.25241175293922424,0.02107599936425686,0.9627839922904968
1765793067553125600,-0.628874267578125,0.484018474817276,0.0192069374024868,0.12418299913406372,-0.23891699314117432,0.25179341435432434,0.020841000601649284,0.9628400206565857
1765793067563135200,-0.61886474609375,0.483955979347229,0.01931711472570896,0.12412399798631668,-0.2388949990272522,0.25164249539375305,0.02076599933207035,0.9628549814224243
1765793067573145000,-0.60885498046875,0.4839080572128296,0.019853975623846054,0.12414199858903885,-0.23890499770641327,0.2515469789505005,0.020493000745773315,0.9628559947013855
1765793067583155000,-0.598844970703125,0.4838941693305969,0.02087085135281086,0.12435399740934372,-0.2389570027589798,0.25173741579055786,0.020024999976158142,0.9628260135650635
1765793067593134000,-0.588865966796875,0.4839199483394623,0.021243203431367874,0.12428399920463562,-0.23899400234222412,0.2515011131763458,0.019819000735878944,0.9628300070762634
1765793067613153500,-0.568846435546875,0.4836905896663666,0.021527064964175224,0.12395700067281723,-0.23890799283981323,0.250747412443161,0.019578000530600548,0.9628980159759521
1765793067633142500,-0.548857421875,0.48325562477111816,0.02189885452389717,0.12418700009584427,-0.2387170046567917,0.25112515687942505,0.01941699907183647,0.9629189968109131
1765793067643152400,-0.53884765625,0.4830666184425354,0.02149898372590542,0.12459000200033188,-0.2385929971933365,0.25205641984939575,0.01970900036394596,0.9628919959068298
