time,seconds_elapsed,bpm
1765548683104000000,0.398,0
1765548706167000000,23.461,0
1765548716612000000,33.906,0
1765548717613000000,34.907,0
1765548725701000000,42.995,0
1765548726702000000,43.996000244140625,0
1765548727704000000,44.998,0
1765548760141000000,77.435,0
1765548761150000000,78.44400024414062,83
1765548762150000000,79.44400024414062,84
1765548763151000000,80.445,84
1765548938108000000,255.402,84
1765548939286000000,256.58000024414065,0
1765548940286000000,257.58000024414065,0
1765548941286000000,258.58000024414065,0
1765548942285000000,259.579,0
1765548943287000000,260.581,0
1765548944287000000,261.581,0
1765548946732000000,264.026,0
1765548947733000000,265.027,0
1765548948733000000,266.027,0
1765548949736000000,267.03,0
1765548950735000000,268.029,0
1765548951735000000,269.029,0
1765548952736000000,270.03,0
1765548954939000000,272.233,0
1765548955940000000,273.234,0
1765548956941000000,274.235,0
1765548957941000000,275.235,0
1765548958942000000,276.2360002441406,0
1765548959944000000,277.238,0
1765548960945000000,278.239,0
1765548961946000000,279.2399997558594,0
1765548962948000000,280.242,0
1765548963948000000,281.242,0
1765548964949000000,282.243,0
1765548965951000000,283.245,0
1765548966952000000,284.246,89
1765548967953000000,285.247,89
1765548968954000000,286.2479997558594,89
1765548970642000000,287.93599975585937,90
1765548971643000000,288.937,91
1765548972644000000,289.938,92
1765548973641000000,290.935,92
1765548974643000000,291.937,93
1765548975644000000,292.938,94
1765548976645000000,293.939,95
1765548978748000000,296.042,96
1765548979749000000,297.043,98
1765548980751000000,298.045,99
1765548981752000000,299.046,99
1765548982753000000,300.047,99
1765548983755000000,301.049,99
1765548984756000000,302.05,100
1765548987832000000,305.126,100
1765548988833000000,306.127,102
1765548989833000000,307.127,103
1765548990834000000,308.1279997558594,104
1765548991835000000,309.129,106
1765548992836000000,310.13,107
1765548993838000000,311.1320002441406,109
1765549146839000000,464.133,110
1765549147840000000,465.134,0
1765549148840000000,466.134,0
1765549149841000000,467.135,0
1765549150842000000,468.13599975585936,0
1765549151777000000,469.071,0
1765549152577000000,469.871,0
1765549155357000000,472.651,0
1765549156336000000,473.63,0
1765549157329000000,474.623,0
1765549158329000000,475.623,0
1765549159761000000,477.055,0
1765549160762000000,478.0559997558594,0
1765549161763000000,479.057,0
1765549162763000000,480.057,0
1765549163762000000,481.0559997558594,0
1765549164762000000,482.0559997558594,0
1765549165763000000,483.057,0
1765549166765000000,484.059,0
1765549167765000000,485.059,0
1765549168766000000,486.0600002441406,0
1765549170824000000,488.118,0
1765549171826000000,489.1199997558594,0
1765549173882000000,491.1759997558594,0
1765549174883000000,492.177,0
1765549176925000000,494.219,0
1765549177926000000,495.22000024414064,0
1765549179709000000,497.003,0
1765549180711000000,498.005,0
1765549182357000000,499.651,0
1765549183359000000,500.653,0
1765549185221000000,502.515,0
1765549186222000000,503.5160002441406,0
1765549188346000000,505.6399997558594,0
1765549189348000000,506.642,0
1765549191856000000,509.15,0
1765549192858000000,510.1519997558594,0
1765549193860000000,511.154,0
1765549195512000000,512.806,0
1765549196514000000,513.8079997558593,0
1765549197515000000,514.809,0
1765549199388000000,516.682,0
1765549200389000000,517.683,0
1765549201396000000,518.69,0
1765549203007000000,520.301,0
1765549204008000000,521.302,0
1765549205002000000,522.2959997558594,0
1765549207485000000,524.779,0
1765549208486000000,525.7800002441406,0
1765549209488000000,526.782,0
1765549210907000000,528.201,0
1765549211908000000,529.202,0
1765549212909000000,530.203,0
1765549235165000000,552.459,0
1765549236166000000,553.4600002441406,0
1765549237597000000,554.891,0
1765549238599000000,555.893,0
1765549240266000000,557.5599997558594,0
1765549241267000000,558.561,0
1765549242268000000,559.562,0
1765549243269000000,560.563,0
1765549244270000000,561.5640002441406,0
1765549245271000000,562.565,0
1765549247067000000,564.361,0
1765549248068000000,565.362,0
1765549249070000000,566.3640002441406,0
1765549250071000000,567.365,0
1765549251073000000,568.367,112
1765549253206000000,570.5000002441407,111
1765549254207000000,571.501,108
1765549255209000000,572.503,107
1765549257777000000,575.071,106
1765549258778000000,576.0719997558593,108
1765549259779000000,577.073,109
1765549260780000000,578.074,110
1765549261781000000,579.075,109
1765549262782000000,580.0760002441406,109
1765549263783000000,581.077,109
1765549265436000000,582.73,108
1765549266438000000,583.7320002441406,107
1765549267440000000,584.734,107
1765549269852000000,587.146,107
1765549270854000000,588.1480002441406,106
1765549271856000000,589.15,107
1765549272858000000,590.1519997558594,107
1765549273859000000,591.153,108
1765549274861000000,592.155,107
1765549275863000000,593.157,107
1765549279514000000,596.8079997558593,106
1765549281454000000,598.7480002441406,104
1765549282455000000,599.749,104
1765549283457000000,600.751,105
1765549285521000000,602.815,106
1765549286523000000,603.817,107
1765549287524000000,604.818,108
1765549288526000000,605.8200002441406,109
1765549289528000000,606.822,108
1765549290530000000,607.8239997558594,107
1765549291531000000,608.825,106
1765549300421000000,617.715,106
1765549301423000000,618.717,104
1765549302425000000,619.719,0
1765549303426000000,620.7199997558594,103
1765549304459000000,621.753,102
1765549305661000000,622.955,102
1765549307336000000,624.63,102
1765549308338000000,625.6319997558594,104
1765549309340000000,626.634,105
1765549310341000000,627.635,106
1765549311343000000,628.637,106
1765549312345000000,629.639,105
1765549313346000000,630.6399997558593,105
1765549320150000000,637.4440002441406,106
1765549321151000000,638.445,104
1765549322152000000,639.446,103
1765549323153000000,640.447,103
1765549324155000000,641.449,103
1765549325156000000,642.45,103
1765549326158000000,643.4520002441407,103
1765549328187000000,645.481,104
1765549329189000000,646.483,104
1765549330191000000,647.485,104
1765549331184000000,648.478,104
1765549332186000000,649.4799997558594,103
1765549333188000000,650.482,103
1765549334189000000,651.483,0
