time,seconds_elapsed,bpm
1765792820142000000,0.917000244140625,0
1765792821142000000,1.917000244140625,0
1765792822141000000,2.916,0
1765792823141000000,3.916,0
1765792824141000000,4.916,0
1765792825141000000,5.916,0
1765792826142000000,6.917000244140625,0
1765792827142000000,7.917000244140625,0
1765792828142000000,8.917000244140626,0
1765792829143000000,9.918,92
1765792830143000000,10.918,93
1765792831141000000,11.916,91
1765792832141000000,12.916,92
1765792833140000000,13.915,91
1765792843237000000,24.012,92
1765792957127000000,137.902,92
1765792958126000000,138.90100024414062,0
1765792959125000000,139.9,0
