Date,Time,Steps
2025.11.18 09:59:00,09:59:00,14
2025.11.18 10:01:00,10:01:00,34
2025.11.18 10:02:00,10:02:00,13
2025.11.18 10:03:00,10:03:00,58
2025.11.18 10:04:00,10:04:00,66
2025.11.18 10:05:00,10:05:00,35
2025.11.18 10:14:00,10:14:00,66
2025.11.18 10:15:00,10:15:00,51
2025.11.18 10:16:00,10:16:00,53
2025.11.18 10:17:00,10:17:00,7
2025.11.18 10:19:00,10:19:00,36
2025.11.18 10:20:00,10:20:00,29
2025.11.18 10:22:00,10:22:00,25
2025.11.18 10:23:00,10:23:00,11
2025.11.18 10:24:00,10:24:00,50
2025.11.18 10:25:00,10:25:00,39
2025.11.18 10:26:00,10:26:00,35
2025.11.18 10:28:00,10:28:00,45
2025.11.18 10:31:00,10:31:00,40
2025.11.18 10:32:00,10:32:00,48
2025.11.18 10:36:00,10:36:00,64
2025.11.18 10:37:00,10:37:00,12
2025.11.18 10:38:00,10:38:00,132
2025.11.18 10:39:00,10:39:00,118
2025.11.18 10:40:00,10:40:00,119
2025.11.18 10:41:00,10:41:00,121
2025.11.18 10:42:00,10:42:00,115
2025.11.18 10:43:00,10:43:00,52
2025.11.18 10:44:00,10:44:00,51
2025.11.18 10:45:00,10:45:00,17
2025.11.18 10:48:00,10:48:00,13
2025.11.18 10:49:00,10:49:00,33
2025.11.18 10:51:00,10:51:00,29
2025.11.18 10:52:00,10:52:00,10
2025.11.18 10:53:00,10:53:00,21
2025.11.18 10:54:00,10:54:00,13
2025.11.18 10:55:00,10:55:00,63
2025.11.18 10:56:00,10:56:00,8
2025.11.18 10:59:00,10:59:00,12
2025.11.18 11:01:00,11:01:00,27
2025.11.18 11:02:00,11:02:00,29
2025.11.18 11:04:00,11:04:00,86
2025.11.18 11:05:00,11:05:00,32
2025.11.18 11:14:00,11:14:00,27
2025.11.18 11:16:00,11:16:00,16
2025.11.18 11:20:00,11:20:00,37
2025.11.18 11:24:00,11:24:00,38
2025.11.18 11:26:00,11:26:00,13
2025.11.18 11:27:00,11:27:00,47
2025.11.18 11:28:00,11:28:00,34
2025.11.18 11:29:00,11:29:00,28
2025.11.18 11:30:00,11:30:00,13
2025.11.18 11:31:00,11:31:00,27
2025.11.18 11:32:00,11:32:00,22
2025.11.18 11:33:00,11:33:00,13
2025.11.18 11:34:00,11:34:00,34
2025.11.18 11:35:00,11:35:00,55
2025.11.18 11:37:00,11:37:00,40
2025.11.18 11:38:00,11:38:00,73
2025.11.18 11:39:00,11:39:00,3
2025.11.18 11:40:00,11:40:00,1
2025.11.18 11:42:00,11:42:00,33
2025.11.18 11:43:00,11:43:00,16
2025.11.18 11:44:00,11:44:00,6
2025.11.18 11:45:00,11:45:00,45
2025.11.18 11:46:00,11:46:00,20
2025.11.18 11:47:00,11:47:00,15
2025.11.18 11:49:00,11:49:00,3
2025.11.18 11:50:00,11:50:00,68
2025.11.18 11:54:00,11:54:00,41
2025.11.18 11:55:00,11:55:00,21
2025.11.18 11:59:00,11:59:00,22
2025.11.18 12:01:00,12:01:00,5
2025.11.18 12:03:00,12:03:00,5
2025.11.18 12:07:00,12:07:00,14
2025.11.18 12:13:00,12:13:00,19
2025.11.18 12:16:00,12:16:00,18
2025.11.18 12:18:00,12:18:00,26
2025.11.18 12:22:00,12:22:00,9
2025.11.18 12:23:00,12:23:00,6
2025.11.18 12:28:00,12:28:00,15
2025.11.18 12:31:00,12:31:00,74
2025.11.18 12:32:00,12:32:00,42
2025.11.18 12:33:00,12:33:00,91
2025.11.18 12:34:00,12:34:00,10
2025.11.18 12:36:00,12:36:00,41
2025.11.18 12:37:00,12:37:00,81
2025.11.18 12:38:00,12:38:00,72
2025.11.18 12:39:00,12:39:00,28
2025.11.18 12:40:00,12:40:00,21
2025.11.18 12:41:00,12:41:00,54
2025.11.18 12:46:00,12:46:00,24
2025.11.18 12:47:00,12:47:00,45
2025.11.18 12:48:00,12:48:00,19
2025.11.18 12:50:00,12:50:00,41
2025.11.18 12:51:00,12:51:00,1
2025.11.18 12:56:00,12:56:00,25
2025.11.18 12:58:00,12:58:00,17
2025.11.18 12:59:00,12:59:00,45
2025.11.18 13:00:00,13:00:00,17
2025.11.18 13:21:00,13:21:00,16
2025.11.18 13:22:00,13:22:00,50
2025.11.18 13:23:00,13:23:00,30
2025.11.18 14:15:00,14:15:00,33
2025.11.18 14:16:00,14:16:00,28
2025.11.18 14:18:00,14:18:00,17
2025.11.18 14:19:00,14:19:00,9
2025.11.18 14:22:00,14:22:00,1
2025.11.18 14:24:00,14:24:00,5
2025.11.18 14:27:00,14:27:00,24
2025.11.18 14:28:00,14:28:00,30
2025.11.18 15:40:00,15:40:00,16
2025.11.18 15:43:00,15:43:00,69
2025.11.18 15:44:00,15:44:00,16
2025.11.18 15:45:00,15:45:00,19
2025.11.18 15:46:00,15:46:00,93
2025.11.18 16:08:00,16:08:00,26
2025.11.18 16:10:00,16:10:00,21
2025.11.18 16:11:00,16:11:00,11
2025.11.18 16:13:00,16:13:00,9
2025.11.18 16:14:00,16:14:00,14
2025.11.18 16:15:00,16:15:00,7
2025.11.18 16:16:00,16:16:00,46
2025.11.18 16:17:00,16:17:00,1
2025.11.18 16:18:00,16:18:00,36
2025.11.18 16:29:00,16:29:00,16
2025.11.18 16:30:00,16:30:00,10
2025.11.18 16:31:00,16:31:00,18
2025.11.18 16:37:00,16:37:00,33
2025.11.18 16:42:00,16:42:00,63
2025.11.18 16:43:00,16:43:00,68
2025.11.18 16:44:00,16:44:00,9
2025.11.18 16:45:00,16:45:00,44
2025.11.18 16:50:00,16:50:00,12
2025.11.18 16:53:00,16:53:00,5
2025.11.18 16:54:00,16:54:00,34
2025.11.18 16:55:00,16:55:00,15
2025.11.18 17:00:00,17:00:00,3
2025.11.18 17:10:00,17:10:00,1
2025.11.18 17:17:00,17:17:00,4
2025.11.18 17:21:00,17:21:00,6
2025.11.18 17:23:00,17:23:00,8
2025.11.18 17:24:00,17:24:00,4
2025.11.18 17:31:00,17:31:00,4
2025.11.18 17:37:00,17:37:00,22
2025.11.18 17:40:00,17:40:00,16
2025.11.18 17:41:00,17:41:00,12
2025.11.18 17:52:00,17:52:00,6
2025.11.18 17:53:00,17:53:00,15
2025.11.18 17:59:00,17:59:00,11
2025.11.18 18:02:00,18:02:00,19
2025.11.18 18:03:00,18:03:00,33
2025.11.18 18:04:00,18:04:00,27
