Date,Time,Steps
2025.11.05 10:46:00,10:46:00,11
2025.11.05 10:47:00,10:47:00,32
2025.11.05 10:52:00,10:52:00,33
2025.11.05 10:53:00,10:53:00,42
2025.11.05 10:54:00,10:54:00,24
2025.11.05 10:55:00,10:55:00,37
2025.11.05 10:56:00,10:56:00,32
2025.11.05 10:57:00,10:57:00,66
2025.11.05 10:58:00,10:58:00,1
2025.11.05 11:13:00,11:13:00,93
2025.11.05 11:14:00,11:14:00,104
2025.11.05 11:15:00,11:15:00,47
2025.11.05 11:18:00,11:18:00,18
2025.11.05 11:19:00,11:19:00,49
2025.11.05 11:20:00,11:20:00,98
2025.11.05 11:21:00,11:21:00,121
2025.11.05 11:22:00,11:22:00,123
2025.11.05 11:23:00,11:23:00,154
2025.11.05 11:24:00,11:24:00,162
2025.11.05 11:25:00,11:25:00,112
2025.11.05 11:26:00,11:26:00,12
2025.11.05 11:27:00,11:27:00,33
2025.11.05 11:28:00,11:28:00,3
2025.11.05 11:31:00,11:31:00,27
2025.11.05 11:32:00,11:32:00,23
2025.11.05 11:33:00,11:33:00,11
2025.11.05 11:34:00,11:34:00,79
2025.11.05 11:35:00,11:35:00,14
2025.11.05 11:36:00,11:36:00,21
2025.11.05 11:39:00,11:39:00,18
2025.11.05 11:40:00,11:40:00,39
2025.11.05 11:41:00,11:41:00,9
2025.11.05 11:43:00,11:43:00,28
2025.11.05 11:45:00,11:45:00,9
2025.11.05 11:50:00,11:50:00,10
2025.11.05 11:53:00,11:53:00,21
2025.11.05 11:54:00,11:54:00,15
2025.11.05 11:57:00,11:57:00,1
2025.11.05 12:00:00,12:00:00,13
2025.11.05 12:02:00,12:02:00,67
2025.11.05 12:04:00,12:04:00,9
2025.11.05 12:06:00,12:06:00,6
2025.11.05 12:07:00,12:07:00,79
2025.11.05 12:08:00,12:08:00,2
2025.11.05 12:16:00,12:16:00,30
2025.11.05 12:17:00,12:17:00,10
2025.11.05 12:20:00,12:20:00,77
2025.11.05 12:21:00,12:21:00,16
2025.11.05 12:23:00,12:23:00,61
2025.11.05 12:24:00,12:24:00,45
2025.11.05 12:26:00,12:26:00,100
2025.11.05 12:27:00,12:27:00,65
2025.11.05 12:28:00,12:28:00,27
2025.11.05 12:30:00,12:30:00,10
2025.11.05 12:31:00,12:31:00,26
2025.11.05 12:33:00,12:33:00,38
2025.11.05 12:36:00,12:36:00,17
2025.11.05 12:38:00,12:38:00,19
2025.11.05 12:39:00,12:39:00,28
2025.11.05 12:40:00,12:40:00,15
2025.11.05 12:41:00,12:41:00,17
2025.11.05 12:42:00,12:42:00,31
2025.11.05 12:43:00,12:43:00,19
2025.11.05 12:44:00,12:44:00,44
2025.11.05 12:45:00,12:45:00,18
2025.11.05 12:52:00,12:52:00,20
2025.11.05 12:53:00,12:53:00,21
2025.11.05 12:56:00,12:56:00,42
2025.11.05 12:57:00,12:57:00,37
2025.11.05 12:59:00,12:59:00,106
2025.11.05 13:00:00,13:00:00,117
2025.11.05 13:01:00,13:01:00,37
2025.11.05 13:03:00,13:03:00,2
2025.11.05 13:15:00,13:15:00,47
2025.11.05 13:17:00,13:17:00,16
2025.11.05 13:18:00,13:18:00,56
2025.11.05 13:19:00,13:19:00,35
2025.11.05 13:21:00,13:21:00,17
2025.11.05 13:23:00,13:23:00,10
2025.11.05 13:25:00,13:25:00,19
2025.11.05 13:27:00,13:27:00,18
2025.11.05 13:28:00,13:28:00,45
2025.11.05 13:29:00,13:29:00,11
2025.11.05 13:30:00,13:30:00,5
2025.11.05 13:31:00,13:31:00,27
2025.11.05 13:41:00,13:41:00,13
2025.11.05 13:43:00,13:43:00,21
2025.11.05 13:44:00,13:44:00,37
2025.11.05 14:05:00,14:05:00,25
2025.11.05 14:06:00,14:06:00,81
2025.11.05 14:07:00,14:07:00,46
2025.11.05 15:39:00,15:39:00,27
2025.11.05 15:43:00,15:43:00,31
2025.11.05 15:45:00,15:45:00,9
2025.11.05 15:50:00,15:50:00,35
2025.11.05 15:51:00,15:51:00,49
2025.11.05 15:55:00,15:55:00,25
2025.11.05 15:56:00,15:56:00,36
2025.11.05 16:00:00,16:00:00,44
2025.11.05 16:01:00,16:01:00,12
2025.11.05 16:08:00,16:08:00,67
2025.11.05 16:09:00,16:09:00,83
2025.11.05 16:10:00,16:10:00,37
2025.11.05 16:14:00,16:14:00,31
2025.11.05 16:15:00,16:15:00,1
2025.11.05 16:16:00,16:16:00,20
2025.11.05 16:17:00,16:17:00,33
2025.11.05 16:30:00,16:30:00,45
2025.11.05 16:43:00,16:43:00,10
2025.11.05 17:01:00,17:01:00,102
2025.11.05 17:02:00,17:02:00,77
2025.11.05 17:03:00,17:03:00,57
2025.11.05 17:07:00,17:07:00,40
2025.11.05 18:34:00,18:34:00,34
2025.11.05 20:31:00,20:31:00,31
2025.11.05 20:32:00,20:32:00,68
2025.11.05 20:33:00,20:33:00,76
2025.11.05 20:35:00,20:35:00,99
2025.11.05 20:42:00,20:42:00,6
2025.11.05 20:44:00,20:44:00,7
2025.11.05 20:45:00,20:45:00,9
2025.11.05 20:47:00,20:47:00,55
2025.11.05 20:58:00,20:58:00,40
2025.11.05 20:59:00,20:59:00,20
2025.11.05 21:00:00,21:00:00,13
2025.11.05 21:03:00,21:03:00,23
2025.11.05 21:11:00,21:11:00,40
2025.11.05 21:12:00,21:12:00,23
2025.11.05 21:17:00,21:17:00,56
2025.11.05 21:34:00,21:34:00,2
2025.11.05 21:35:00,21:35:00,52
2025.11.05 21:36:00,21:36:00,39
