Date,Time,Steps
2025.11.20 12:32:00,12:32:00,32
2025.11.20 12:33:00,12:33:00,71
2025.11.20 12:34:00,12:34:00,27
2025.11.20 12:40:00,12:40:00,26
2025.11.20 12:41:00,12:41:00,6
2025.11.20 12:57:00,12:57:00,19
2025.11.20 13:03:00,13:03:00,12
2025.11.20 13:06:00,13:06:00,8
2025.11.20 13:26:00,13:26:00,7
2025.11.20 13:27:00,13:27:00,8
2025.11.20 13:28:00,13:28:00,62
2025.11.20 13:31:00,13:31:00,13
2025.11.20 13:32:00,13:32:00,6
2025.11.20 13:38:00,13:38:00,35
2025.11.20 13:39:00,13:39:00,25
2025.11.20 14:14:00,14:14:00,11
2025.11.20 14:39:00,14:39:00,30
2025.11.20 14:50:00,14:50:00,33
2025.11.20 14:52:00,14:52:00,55
2025.11.20 14:53:00,14:53:00,24
2025.11.20 14:59:00,14:59:00,19
2025.11.20 15:03:00,15:03:00,36
2025.11.20 15:04:00,15:04:00,27
2025.11.20 15:05:00,15:05:00,110
2025.11.20 15:06:00,15:06:00,45
2025.11.20 15:30:00,15:30:00,27
2025.11.20 16:13:00,16:13:00,76
2025.11.20 16:14:00,16:14:00,38
2025.11.20 16:15:00,16:15:00,69
2025.11.20 16:17:00,16:17:00,50
2025.11.20 16:18:00,16:18:00,33
2025.11.20 16:19:00,16:19:00,40
2025.11.20 16:35:00,16:35:00,10
2025.11.20 16:36:00,16:36:00,78
2025.11.20 16:37:00,16:37:00,76
2025.11.20 16:41:00,16:41:00,22
2025.11.20 18:17:00,18:17:00,6
2025.11.20 18:29:00,18:29:00,32
2025.11.20 18:30:00,18:30:00,58
2025.11.20 18:31:00,18:31:00,23
2025.11.20 18:33:00,18:33:00,68
2025.11.20 18:34:00,18:34:00,6
2025.11.20 18:45:00,18:45:00,21
2025.11.20 18:46:00,18:46:00,45
2025.11.20 18:47:00,18:47:00,3
2025.11.20 18:54:00,18:54:00,44
2025.11.20 18:55:00,18:55:00,15
2025.11.20 18:56:00,18:56:00,33
2025.11.20 19:53:00,19:53:00,12
2025.11.20 19:55:00,19:55:00,49
2025.11.20 19:56:00,19:56:00,6
2025.11.20 20:28:00,20:28:00,12
2025.11.20 20:30:00,20:30:00,25
2025.11.20 21:17:00,21:17:00,29
2025.11.20 21:18:00,21:18:00,7
2025.11.20 21:19:00,21:19:00,15
2025.11.20 21:25:00,21:25:00,46
2025.11.20 21:26:00,21:26:00,1
2025.11.20 21:29:00,21:29:00,34
2025.11.20 22:15:00,22:15:00,2
2025.11.20 22:18:00,22:18:00,30
2025.11.20 22:19:00,22:19:00,34
2025.11.20 22:20:00,22:20:00,7
2025.11.20 22:36:00,22:36:00,21
2025.11.20 22:37:00,22:37:00,51
2025.11.20 22:38:00,22:38:00,26
2025.11.20 22:41:00,22:41:00,5
2025.11.20 22:42:00,22:42:00,1
2025.11.20 23:16:00,23:16:00,10
2025.11.20 23:17:00,23:17:00,26
2025.11.20 23:24:00,23:24:00,70
2025.11.20 23:25:00,23:25:00,68
2025.11.20 23:26:00,23:26:00,16
2025.11.20 23:28:00,23:28:00,45
