Date,Time,Steps
2025.11.13 12:44:00,12:44:00,16
2025.11.13 12:45:00,12:45:00,12
2025.11.13 12:46:00,12:46:00,34
2025.11.13 13:51:00,13:51:00,32
2025.11.13 13:52:00,13:52:00,6
2025.11.13 13:54:00,13:54:00,41
2025.11.13 14:58:00,14:58:00,18
2025.11.13 14:59:00,14:59:00,5
2025.11.13 15:00:00,15:00:00,28
2025.11.13 15:01:00,15:01:00,37
2025.11.13 15:03:00,15:03:00,30
2025.11.13 15:05:00,15:05:00,34
2025.11.13 15:06:00,15:06:00,62
2025.11.13 15:08:00,15:08:00,21
2025.11.13 15:09:00,15:09:00,59
2025.11.13 15:10:00,15:10:00,14
2025.11.13 15:57:00,15:57:00,35
2025.11.13 15:58:00,15:58:00,38
2025.11.13 15:59:00,15:59:00,39
2025.11.13 16:00:00,16:00:00,68
2025.11.13 16:03:00,16:03:00,40
2025.11.13 16:08:00,16:08:00,18
2025.11.13 16:10:00,16:10:00,32
2025.11.13 16:11:00,16:11:00,74
2025.11.13 16:13:00,16:13:00,63
2025.11.13 16:15:00,16:15:00,36
2025.11.13 16:19:00,16:19:00,44
2025.11.13 16:20:00,16:20:00,62
2025.11.13 16:24:00,16:24:00,28
2025.11.13 16:25:00,16:25:00,48
2025.11.13 16:26:00,16:26:00,4
2025.11.13 16:28:00,16:28:00,1
2025.11.13 16:29:00,16:29:00,45
2025.11.13 16:31:00,16:31:00,23
2025.11.13 16:32:00,16:32:00,42
2025.11.13 16:33:00,16:33:00,29
2025.11.13 16:34:00,16:34:00,40
2025.11.13 16:35:00,16:35:00,58
2025.11.13 16:39:00,16:39:00,47
2025.11.13 16:40:00,16:40:00,37
2025.11.13 16:42:00,16:42:00,14
2025.11.13 16:45:00,16:45:00,11
2025.11.13 16:46:00,16:46:00,12
2025.11.13 16:47:00,16:47:00,10
2025.11.13 16:48:00,16:48:00,16
2025.11.13 16:49:00,16:49:00,17
2025.11.13 16:50:00,16:50:00,56
2025.11.13 16:53:00,16:53:00,7
2025.11.13 16:54:00,16:54:00,84
2025.11.13 16:55:00,16:55:00,46
2025.11.13 16:56:00,16:56:00,10
2025.11.13 16:57:00,16:57:00,17
2025.11.13 16:58:00,16:58:00,53
2025.11.13 17:01:00,17:01:00,56
2025.11.13 17:02:00,17:02:00,11
2025.11.13 17:03:00,17:03:00,51
2025.11.13 17:04:00,17:04:00,44
2025.11.13 17:05:00,17:05:00,6
2025.11.13 17:07:00,17:07:00,18
2025.11.13 17:08:00,17:08:00,67
2025.11.13 17:09:00,17:09:00,35
2025.11.13 17:10:00,17:10:00,57
2025.11.13 17:11:00,17:11:00,45
2025.11.13 17:12:00,17:12:00,22
2025.11.13 17:13:00,17:13:00,21
2025.11.13 17:14:00,17:14:00,23
2025.11.13 17:15:00,17:15:00,5
2025.11.13 17:16:00,17:16:00,20
2025.11.13 17:17:00,17:17:00,27
2025.11.13 17:18:00,17:18:00,34
2025.11.13 17:19:00,17:19:00,70
2025.11.13 17:20:00,17:20:00,60
2025.11.13 17:21:00,17:21:00,40
2025.11.13 17:22:00,17:22:00,18
2025.11.13 17:23:00,17:23:00,43
2025.11.13 17:24:00,17:24:00,25
2025.11.13 17:25:00,17:25:00,7
2025.11.13 17:26:00,17:26:00,27
2025.11.13 17:28:00,17:28:00,20
2025.11.13 17:29:00,17:29:00,56
2025.11.13 17:30:00,17:30:00,84
2025.11.13 17:31:00,17:31:00,18
2025.11.13 17:32:00,17:32:00,45
2025.11.13 17:33:00,17:33:00,5
2025.11.13 17:34:00,17:34:00,2
2025.11.13 17:35:00,17:35:00,41
2025.11.13 17:36:00,17:36:00,1
2025.11.13 17:37:00,17:37:00,27
2025.11.13 17:38:00,17:38:00,21
2025.11.13 17:40:00,17:40:00,21
2025.11.13 17:42:00,17:42:00,21
2025.11.13 17:43:00,17:43:00,22
2025.11.13 17:44:00,17:44:00,46
2025.11.13 17:45:00,17:45:00,28
2025.11.13 17:47:00,17:47:00,20
2025.11.13 17:48:00,17:48:00,42
2025.11.13 17:49:00,17:49:00,58
2025.11.13 17:50:00,17:50:00,16
2025.11.13 17:51:00,17:51:00,15
2025.11.13 17:52:00,17:52:00,12
2025.11.13 17:53:00,17:53:00,59
2025.11.13 17:54:00,17:54:00,18
2025.11.13 17:55:00,17:55:00,26
2025.11.13 17:56:00,17:56:00,33
2025.11.13 17:57:00,17:57:00,60
2025.11.13 18:00:00,18:00:00,41
2025.11.13 18:01:00,18:01:00,32
2025.11.13 18:02:00,18:02:00,36
2025.11.13 18:09:00,18:09:00,17
2025.11.13 18:10:00,18:10:00,24
2025.11.13 18:33:00,18:33:00,8
2025.11.13 18:34:00,18:34:00,2
2025.11.13 18:35:00,18:35:00,22
2025.11.13 18:40:00,18:40:00,43
2025.11.13 18:41:00,18:41:00,25
2025.11.13 18:42:00,18:42:00,13
2025.11.13 18:43:00,18:43:00,41
2025.11.13 18:44:00,18:44:00,53
2025.11.13 18:45:00,18:45:00,80
2025.11.13 18:46:00,18:46:00,16
2025.11.13 19:11:00,19:11:00,33
2025.11.13 19:12:00,19:12:00,12
2025.11.13 19:13:00,19:13:00,25
2025.11.13 19:18:00,19:18:00,3
2025.11.13 19:22:00,19:22:00,5
2025.11.13 19:24:00,19:24:00,8
2025.11.13 19:26:00,19:26:00,7
2025.11.13 19:27:00,19:27:00,12
2025.11.13 22:28:00,22:28:00,23
