Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
null,TRAINING,null,2025.11.20 10:37:16,10:37:16,6750,6748,0.0,849.0,0,120,154,0.0,0.0
