Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
null,TRAINING,null,2025.11.14 14:59:07,14:59:07,5982,5979,0.0,718.0,0,117,146,0.0,0.0
