time,seconds_elapsed,yaw,pitch,qy,qz,roll,qx,qw
1766400136982614300,-1.5903857421875,2.5283167362213135,0.09589606523513794,0.054382000118494034,-0.9522780179977417,0.057764917612075806,0.013038000091910362,0.30006200075149536
1766400137002664400,-1.57033544921875,2.5283091068267822,0.09633412957191467,0.054653000086545944,-0.9522659778594971,0.05818184092640877,0.013170000165700912,0.3000450134277344
1766400137012674000,-1.560325927734375,2.528275489807129,0.09644241631031036,0.05472499877214432,-0.9522579908370972,0.058316901326179504,0.013217000290751457,0.30005499720573425
1766400137022684000,-1.550316162109375,2.5281927585601807,0.09647531807422638,0.05476899817585945,-0.952243983745575,0.058502282947301865,0.01329800020903349,0.3000890016555786
1766400137032724200,-1.54027587890625,2.5281593799591064,0.09651552140712738,0.054822999984025955,-0.9522370100021362,0.05873335525393486,0.013400999829173088,0.3000980019569397
1766400137042734000,-1.530265869140625,2.5281407833099365,0.09663411974906921,0.054903000593185425,-0.9522309899330139,0.05888974666595459,0.013457000255584717,0.3000999987125397
1766400137052804900,-1.520195068359375,2.5281035900115967,0.09670255333185196,0.054958000779151917,-0.952223002910614,0.05903755500912666,0.013515999540686607,0.3001120090484619
1766400137062814500,-1.510185546875,2.5280978679656982,0.09666717797517776,0.05496099963784218,-0.9522219896316528,0.059169478714466095,0.013584000058472157,0.3001120090484619
1766400137072824300,-1.50017578125,2.528078317642212,0.09657906740903854,0.05493000149726868,-0.9522200226783752,0.05924127623438835,0.013631000183522701,0.300121009349823
1766400137082834200,-1.490165771484375,2.528048276901245,0.09653718769550323,0.05491799861192703,-0.9522160291671753,0.05929272249341011,0.013660999946296215,0.3001349866390228
1766400137122995200,-1.4500048828125,2.5282349586486816,0.09674882143735886,0.05506400018930435,-0.9522380232810974,0.05960337817668915,0.013782000169157982,0.30003300309181213
1766400137133035500,-1.439964599609375,2.528337240219116,0.09709471464157104,0.05522799864411354,-0.9522470235824585,0.05960452929139137,0.013732999563217163,0.29997700452804565
1766400137143045400,-1.42995458984375,2.5283336639404297,0.09744270145893097,0.05537300184369087,-0.9522410035133362,0.059467535465955734,0.013615000061690807,0.2999750077724457
1766400137153055000,-1.419945068359375,2.528325319290161,0.09762801229953766,0.055438000708818436,-0.9522370100021362,0.059312667697668076,0.013512999750673771,0.29997900128364563
