version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,2406APNFAG,1766480653560,2025-12-23_09-04-13,Europe/Zurich,android,1.50.0,64cb2556-5be0-40b0-9859-f97537c16b5d,Heart Rate|Annotation|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10||10|10|10|10|10,false
