time,seconds_elapsed,bpm
1766402559486000000,0.404000244140625,106
1766402560688000000,1.606,106
1766402561890000000,2.807999755859375,0
1766402562960000000,3.878,105
1766402563961000000,4.879,105
1766402564963000000,5.881,104
1766402565965000000,6.883,104
1766402566967000000,7.885,104
1766402567969000000,8.887,103
1766402568971000000,9.889,104
1766402569972000000,10.89,106
1766402570974000000,11.892000244140625,107
1766402571976000000,12.894,106
1766402572978000000,13.895999755859375,106
1766402573979000000,14.897,107
1766402574981000000,15.899,105
1766402575982000000,16.900000244140625,107
1766402576984000000,17.902,108
1766402577985000000,18.903,110
1766402578987000000,19.905,111
1766402579989000000,20.907,109
1766402580990000000,21.908000244140624,109
1766402581993000000,22.911,108
1766402582994000000,23.911999755859377,107
1766402583997000000,24.915,108
1766402584998000000,25.916000244140626,108
1766402586000000000,26.918,107
1766402587001000000,27.919,107
1766402588003000000,28.921,106
1766402589005000000,29.923,106
1766402590007000000,30.925,106
1766402591009000000,31.927,106
1766402592010000000,32.927999755859375,107
1766402593012000000,33.93,106
1766402594013000000,34.931,108
1766402595015000000,35.933,108
1766402596018000000,36.93599975585938,109
1766402597019000000,37.937,108
1766402598020000000,38.938,108
1766402599022000000,39.94000024414063,109
1766402600024000000,40.942,108
1766402601025000000,41.943,107
1766402602027000000,42.945,107
1766402603029000000,43.947,108
1766402604031000000,44.949,109
1766402605033000000,45.951,111
1766402606035000000,46.953,109
1766402607036000000,47.954,110
1766402608038000000,48.956000244140625,111
1766402609041000000,49.959,110
1766402610042000000,50.95999975585938,111
1766402611044000000,51.962,113
1766402612046000000,52.96400024414063,113
1766402613048000000,53.966,113
1766402614050000000,54.967999755859374,113
1766402615052000000,55.97,118
1766402616054000000,56.972000244140624,119
1766402617056000000,57.974,118
1766402618058000000,58.97599975585938,118
1766402619060000000,59.978,118
1766402620061000000,60.979,120
1766402621064000000,61.982,121
1766402622066000000,62.98399975585937,121
1766402623068000000,63.986,123
1766402624070000000,64.98800024414062,124
1766402625072000000,65.99,123
1766402626074000000,66.99199975585938,123
1766402627076000000,67.994,124
1766402628077000000,68.995,125
1766402629080000000,69.998,125
1766402630082000000,70.99999975585938,124
1766402631085000000,72.003,126
1766402632087000000,73.005,125
1766402633089000000,74.007,126
1766402634090000000,75.00799975585937,126
1766402635092000000,76.01,124
1766402636094000000,77.01200024414062,123
1766402637096000000,78.014,122
1766402638098000000,79.01599975585937,122
1766402639100000000,80.018,123
1766402640102000000,81.02000024414062,123
1766402641104000000,82.022,123
1766402642105000000,83.023,123
