version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,2406APNFAG,1766402559082,2025-12-22_11-22-39,Europe/Zurich,android,1.50.0,64cb2556-5be0-40b0-9859-f97537c16b5d,Heart Rate|Watch Magnetometer|Pedometer|Annotation|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10|10|10||10|10|10|10|10,false
