version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,2406APNFAG,1766480058941,2025-12-23_08-54-18,Europe/Zurich,android,1.50.0,64cb2556-5be0-40b0-9859-f97537c16b5d,Heart Rate|Annotation|Watch Orientation|Watch Accelerometer|Watch Gravity|Watch Gyroscope|Watch TotalAcceleration,10||10|10|10|10|10,false
