time,seconds_elapsed,yaw,pitch,qy,qz,roll,qx,qw
1765542740075812600,-3.1561875,-1.8741800785064697,-0.0009628238040022552,0.05517100170254707,0.80240797996521,0.18530628085136414,-0.0742729976773262,0.5895580053329468
1765542740095801600,-3.136198486328125,-1.874107003211975,-0.00010062754154205322,0.05485200136899948,0.8023599982261658,0.18538828194141388,-0.07455799728631973,0.5896180272102356
1765542740105842000,-3.126157958984375,-1.8741577863693237,-0.00008797645568847656,0.054795000702142715,0.8023809790611267,0.18521852791309357,-0.07449500262737274,0.5896030068397522
1765542740115821000,-3.116178955078125,-1.8742725849151611,0.000154152512550354,0.054701998829841614,0.8024070262908936,0.18524709343910217,-0.07458099722862244,0.5895649790763855
1765542740125831000,-3.106169189453125,-1.8744401931762695,0.00026138871908187866,0.0546099990606308,0.8024590015411377,0.18510214984416962,-0.07455900311470032,0.5895059704780579
1765542740135810000,-3.09618994140625,-1.8746068477630615,0.00018505007028579712,0.054579999297857285,0.8025169968605042,0.18491752445697784,-0.0744670033454895,0.5894410014152527
1765542740145850400,-3.086149658203125,-1.8749513626098633,0.00021763890981674194,0.05448799952864647,0.8026260137557983,0.18469323217868805,-0.07439599931240082,0.5893099904060364
1765542740155860200,-3.076139892578125,-1.875313639640808,0.0005331635475158691,0.05434799939393997,0.8027240037918091,0.1846936196088791,-0.07449900358915329,0.5891759991645813
1765542740165869800,-3.066130126953125,-1.8757020235061646,0.0009235144825652242,0.0541750006377697,0.8028280138969421,0.18468742072582245,-0.07462199777364731,0.5890349745750427
1765542740185920000,-3.046080078125,-1.8762844800949097,0.0013220015680417418,0.0539029985666275,0.8029999732971191,0.18438084423542023,-0.07463199645280838,0.5888239741325378
1765542740215949300,-3.01605078125,-1.876760482788086,0.003948274068534374,0.05302799865603447,0.8030419945716858,0.18505190312862396,-0.0756869986653328,0.5887119770050049
1765542740235938300,-2.996061767578125,-1.8765405416488647,0.005231024231761694,0.052604999393224716,0.8029299974441528,0.1853366643190384,-0.07617300003767014,0.5888389945030212
1765542740245978600,-2.986021484375,-1.8763625621795654,0.005626663565635681,0.05242599919438362,0.802869975566864,0.1852453052997589,-0.07624799758195877,0.5889279842376709
1765542740255988200,-2.97601171875,-1.876305341720581,0.005978649482131004,0.05223400145769119,0.8028500080108643,0.18506589531898499,-0.07627800107002258,0.5889689922332764
1765542740266028500,-2.965971435546875,-1.8762327432632446,0.006295893806964159,0.05205100029706955,0.802827000617981,0.184867724776268,-0.07628999650478363,0.5890139937400818
1765542740276008000,-2.955991943359375,-1.876129150390625,0.006524102296680212,0.05189400166273117,0.8027989864349365,0.18463243544101715,-0.07626000046730042,0.5890700221061707
1765542740286017500,-2.945982421875,-1.875977635383606,0.006531724706292152,0.05180399864912033,0.8027660250663757,0.18431764841079712,-0.07613199949264526,0.5891389846801758
1765542740296027400,-2.93597265625,-1.875833511352539,0.006409606896340847,0.0517599992454052,0.8027399778366089,0.1839832067489624,-0.0759579986333847,0.5892019867897034
1765542740335975000,-2.896025146484375,-1.875565767288208,0.0065349433571100235,0.05127200111746788,0.802715003490448,0.1824633777141571,-0.07537800073623657,0.5893530249595642
1765542740346045700,-2.885954345703125,-1.8755244016647339,0.006445728242397308,0.05123399943113327,0.802715003490448,0.18220756947994232,-0.07524800300598145,0.589372992515564
1765542740356024800,-2.87597509765625,-1.8755109310150146,0.006304633803665638,0.051235999912023544,0.8027219772338867,0.1820203959941864,-0.07513099908828735,0.5893779993057251
1765542740366065200,-2.865934814453125,-1.875480055809021,0.0060101887211203575,0.0512860007584095,0.8027300238609314,0.18178494274616241,-0.0749489963054657,0.589385986328125
1765542740376075000,-2.855925048828125,-1.873895287513733,0.0057307942770421505,0.051405999809503555,0.8022770285606384,0.18161040544509888,-0.07475599646568298,0.5900160074234009
1765542740386084900,-2.8459150390625,-1.8736546039581299,0.005546143744140863,0.051426999270915985,0.8022189736366272,0.18140001595020294,-0.07461100071668625,0.5901110172271729
1765542740396094500,-2.835905517578125,-1.8734865188598633,0.005458665080368519,0.05142800137400627,0.8021770119667053,0.18126320838928223,-0.07452599704265594,0.5901790261268616
