time,seconds_elapsed,z,y,x
1765542740075812600,-3.1561875,0.40462008118629456,-0.15322890877723694,-0.3016694188117981
1765542740095801600,-3.136198486328125,0.18914192914962769,0.24899697303771973,-0.13407529890537262
1765542740105842000,-3.126157958984375,0.08379705995321274,0,-0.1173158809542656
1765542740125831000,-3.106169189453125,0.17238251864910126,0.019153613597154617,-0.1149216815829277
1765542740135810000,-3.09618994140625,0.1628057211637497,0.08858546614646912,-0.011971008032560349
1765542740145850400,-3.086149658203125,0.09816227108240128,0.0454898327589035,-0.07422025501728058
1765542740155860200,-3.076139892578125,0.06224924325942993,-0.2082955539226532,-0.08379705995321274
1765542740165869800,-3.066130126953125,0.07422025501728058,-0.090979665517807,-0.07661445438861847
1765542740175879700,-3.056120361328125,0.07900865375995636,0.033518824726343155,0.014365210197865963
1765542740185920000,-3.046080078125,0.08379705995321274,-0.08140286058187485,0.07661445438861847
1765542740215949300,-3.01605078125,0.1867477297782898,-0.304063618183136,0.004788403399288654
1765542740235938300,-2.996061767578125,0.2753331959247589,-0.011971008032560349,0.047884032130241394
1765542740245978600,-2.986021484375,0.24181437492370605,0.014365210197865963,0.11252748221158981
1765542740255988200,-2.97601171875,0.2968810200691223,-0.009576806798577309,0.031124621629714966
1765542740266028500,-2.965971435546875,0.2944868206977844,-0.0454898327589035,-0.021547814831137657
1765542740276008000,-2.955991943359375,0.33518823981285095,-0.0694318488240242,-0.023942016065120697
1765542740286017500,-2.945982421875,0.3734954595565796,0.019153613597154617,0.023942016065120697
1765542740296027400,-2.93597265625,0.4189853072166443,0.10773907601833344,0.026336219161748886
1765542740335975000,-2.896025146484375,0.16519992053508759,-0.026336219161748886,-0.043095629662275314
1765542740346045700,-2.885954345703125,0.05985504388809204,0.11252748221158981,-0.12210428714752197
1765542740356024800,-2.87597509765625,0.13407529890537262,-0.009576806798577309,-0.0454898327589035
1765542740366065200,-2.865934814453125,0.15801730751991272,0.1364694982767105,-0.0071826050989329815
1765542740386084900,-2.8459150390625,0.06703764945268631,0.08858546614646912,-0.028730420395731926
1765542740396094500,-2.835905517578125,0.014365210197865963,0.028730420395731926,-0.0454898327589035
1765542740416114000,-2.815885986328125,-0.035913024097681046,0.1173158809542656,-0.035913024097681046
1765542740426123800,-2.805876220703125,-0.05027823522686958,-0.17238251864910126,-0.011971008032560349
1765542740436103200,-2.795896728515625,0,-0.1604115068912506,-0.016759412363171577
1765542740446143200,-2.785856689453125,0.090979665517807,-0.15322890877723694,0.028730420395731926
1765542740456153000,-2.775846923828125,0.17238251864910126,-0.0454898327589035,0.08140286058187485
1765542740476142000,-2.75585791015625,0.17956513166427612,0.002394201699644327,0.07182604819536209
1765542740486121500,-2.74587841796875,0.08140286058187485,-0.08379705995321274,-0.023942016065120697
1765542740496100600,-2.7358994140625,0.047884032130241394,0.07182604819536209,0.05027823522686958
1765542740506110500,-2.7258896484375,0.10055647045373917,-0.028730420395731926,0.05506663769483566
1765542740536109000,-2.695890869140625,0.07900865375995636,-0.2585737705230713,-0.14604631066322327
1765542740546088400,-2.68591162109375,0.17238251864910126,-0.06464344263076782,-0.0694318488240242
1765542740556067600,-2.675932373046875,0.17956513166427612,-0.07661445438861847,-0.0071826050989329815
1765542740566108000,-2.66589208984375,0.2801215946674347,0.05746084079146385,-0.08379705995321274
1765542740576117800,-2.65588232421875,0.3663128614425659,0.15562310814857483,-0.026336219161748886
1765542740586127400,-2.64587255859375,0.3687070608139038,0.15562310814857483,-0.05027823522686958
1765542740596106800,-2.635893310546875,0.35434186458587646,0.19871874153614044,-0.12928688526153564
1765542740606086000,-2.6259140625,0.2801215946674347,0.031124621629714966,-0.1364694982767105
1765542740616065300,-2.615934814453125,0.19871874153614044,-0.1364694982767105,0.019153613597154617
1765542740646063900,-2.58593603515625,0.181959331035614,-0.040701430290937424,0.08140286058187485
1765542740656073700,-2.57592626953125,0.20111294090747833,0.031124621629714966,0.07900865375995636
1765542740666053000,-2.56594677734375,0.16759411990642548,0.031124621629714966,0.15801730751991272
1765542740676062700,-2.555937255859375,0.16759411990642548,-0.023942016065120697,0.07422025501728058
1765542740686042000,-2.5459580078125,0.1604115068912506,-0.29209262132644653,0.004788403399288654
1765542740696051700,-2.5359482421875,0.2082955539226532,-0.023942016065120697,0.1867477297782898
1765542740706031000,-2.525968994140625,0.20350714027881622,0,0.021547814831137657
1765542740716010200,-2.51598974609375,0.13407529890537262,0.021547814831137657,-0.016759412363171577
1765542740726050600,-2.505949462890625,0.33518823981285095,0.023942016065120697,0
1765542740756019000,-2.47598095703125,0.2968810200691223,-0.2585737705230713,-0.11971008777618408
1765542740766028500,-2.465971435546875,0.31603461503982544,-0.016759412363171577,-0.10534487664699554
1765542740776038400,-2.455961669921875,0.33279404044151306,0.06703764945268631,-0.05985504388809204
1765542740786017500,-2.445982421875,0.3447650372982025,0.08140286058187485,-0.19632454216480255
1765542740795997000,-2.436003173828125,0.22744916379451752,0.0454898327589035,-0.181959331035614
1765542740806006500,-2.425993408203125,0.22266076505184174,0.08858546614646912,-0.12449848651885986
1765542740816016400,-2.415983642578125,0.21547815203666687,0.026336219161748886,-0.22266076505184174
1765542740856024800,-2.37597509765625,0.043095629662275314,0.11013327538967133,-0.033518824726343155
1765542740866034700,-2.36596533203125,0.07900865375995636,-0.1604115068912506,-0.031124621629714966
1765542740876044500,-2.35595556640625,0.019153613597154617,-0.1149216815829277,-0.06464344263076782
1765542740886054100,-2.34594580078125,0.035913024097681046,-0.0694318488240242,0.10055647045373917
1765542740896064000,-2.33593603515625,0.06703764945268631,-0.07900865375995636,0.08140286058187485
1765542740906073900,-2.325926025390625,0.06224924325942993,-0.07900865375995636,-0.040701430290937424
1765542740916053000,-2.315947021484375,0.11971008777618408,0.019153613597154617,0.002394201699644327
1765542740926093300,-2.30590673828125,0.16759411990642548,-0.033518824726343155,0.05506663769483566
1765542740976111600,-2.255888427734375,0.08619125932455063,-0.07422025501728058,0.002394201699644327
1765542740986121500,-2.24587841796875,0.10055647045373917,-0.05506663769483566,-0.004788403399288654
1765542740996131000,-2.235868896484375,0.23702596127986908,0.004788403399288654,0.08379705995321274
1765542741006141000,-2.225859130859375,0.2849099934101105,-0.06224924325942993,0.08619125932455063
1765542741016150800,-2.21584912109375,0.3519476354122162,-0.026336219161748886,0.009576806798577309
1765542741026160400,-2.205839599609375,0.1412578970193863,0.11252748221158981,0.08858546614646912
1765542741036170200,-2.195829833984375,0.1364694982767105,0.0933738648891449,0.19632454216480255
1765542741066199600,-2.165800537109375,0.2968810200691223,-0.08858546614646912,0.043095629662275314
1765542741076209200,-2.155790771484375,0.33279404044151306,-0.27054479718208313,0.019153613597154617
1765542741086188500,-2.1458115234375,0.2561795711517334,-0.12928688526153564,0.047884032130241394
1765542741096198100,-2.1358017578125,0.30885201692581177,0.002394201699644327,-0.08619125932455063
1765542741106208000,-2.1257919921875,0.33279404044151306,-0.009576806798577309,-0.002394201699644327
1765542741116217900,-2.1157822265625,0.3519476354122162,-0.004788403399288654,-0.12210428714752197
1765542741126197000,-2.105802978515625,0.33758243918418884,0.11013327538967133,-0.11013327538967133
1765542741136206800,-2.095793212890625,0.2992752194404602,-0.05506663769483566,-0.09816227108240128
1765542741146216700,-2.085783203125,0.2537853717803955,0.009576806798577309,-0.06464344263076782
1765542741196296000,-2.0357041015625,0.15562310814857483,0.08140286058187485,0.004788403399288654
1765542741206336300,-2.025663818359375,0.10295066982507706,0.17477671802043915,0.0071826050989329815
1765542741216345900,-2.015654052734375,0.19393034279346466,0.1412578970193863,0.004788403399288654
1765542741226325200,-2.0056748046875,0.15562310814857483,0.05506663769483566,-0.10055647045373917
1765542741236304400,-1.995695556640625,0.1388636976480484,0.05506663769483566,-0.14844051003456116
1765542741246344700,-1.9856552734375,0.15083470940589905,-0.090979665517807,-0.0933738648891449
1765542741256324000,-1.975676025390625,0.10295066982507706,-0.27054479718208313,-0.08140286058187485
1765542741286322700,-1.94567724609375,0.15322890877723694,-0.1364694982767105,0.06224924325942993
1765542741296302000,-1.935697998046875,0.19153612852096558,-0.1867477297782898,-0.043095629662275314
1765542741306311700,-1.925688232421875,0.2561795711517334,0.011971008032560349,-0.09816227108240128
1765542741316321500,-1.915678466796875,0.2322375625371933,0.1628057211637497,-0.043095629662275314
1765542741336310500,-1.895689453125,0.1628057211637497,0.15801730751991272,-0.0071826050989329815
1765542741346320400,-1.8856796875,0.12210428714752197,-0.10534487664699554,-0.07661445438861847
1765542741356299500,-1.875700439453125,0.19393034279346466,-0.24660277366638184,-0.15562310814857483
1765542741366339800,-1.86566015625,0.2298433631658554,-0.05746084079146385,-0.17238251864910126
