"year","week","date","unit","recent","origin","value"
"2020","21","2020-05-20","cin","rall","och","0"
"2020","22","2020-05-27","cin","rall","och","0"
"2020","23","2020-06-03","cin","rall","och","74"
"2020","24","2020-06-10","cin","rall","och","86"
"2020","25","2020-06-17","cin","rall","och","88"
"2020","26","2020-06-24","cin","rall","och","78"
"2020","27","2020-07-01","cin","rall","och","71"
"2020","28","2020-07-08","cin","rall","och","60"
"2020","29","2020-07-15","cin","rall","och","52"
"2020","30","2020-07-22","cin","rall","och","50"
"2020","31","2020-07-29","cin","rall","och","41"
"2020","32","2020-08-05","cin","rall","och","41"
"2020","33","2020-08-12","cin","rall","och","55"
"2020","34","2020-08-19","cin","rall","och","93"
"2020","35","2020-08-26","cin","rall","och","110"
"2020","36","2020-09-02","cin","rall","och","117"
"2020","37","2020-09-09","cin","rall","och","122"
"2020","38","2020-09-16","cin","rall","och","127"
"2020","39","2020-09-23","cin","rall","och","136"
"2020","40","2020-09-30","cin","rall","och","170"
"2020","41","2020-10-07","cin","rall","och","153"
"2020","42","2020-10-14","cin","rall","och","141"
"2020","43","2020-10-21","cin","rall","och","110"
"2020","44","2020-10-28","cin","rall","och","101"
"2020","45","2020-11-04","cin","rall","och","84"
"2020","46","2020-11-11","cin","rall","och","65"
"2020","47","2020-11-18","cin","rall","och","66"
"2020","48","2020-11-25","cin","rall","och","55"
"2020","49","2020-12-02","cin","rall","och","60"
"2020","50","2020-12-09","cin","rall","och","33"
"2020","51","2019-12-18","cin","rall","och","0"
"2020","52","2019-12-25","cin","rall","och","0"
"2021","1","2020-12-30","cin","rall","och","0"
"2021","2","2021-01-06","cin","rall","och","0"
"2021","3","2021-01-13","cin","rall","och","0"
"2021","4","2021-01-20","cin","rall","och","0"
"2021","5","2021-01-27","cin","rall","och","0"
"2021","6","2021-02-03","cin","rall","och","0"
"2021","7","2021-02-10","cin","rall","och","0"
"2021","8","2021-02-17","cin","rall","och","0"
"2021","9","2021-02-24","cin","rall","och","1"
"2021","10","2021-03-03","cin","rall","och","0"
"2021","11","2021-03-10","cin","rall","och","0"
"2021","12","2021-03-17","cin","rall","och","2"
"2021","13","2021-03-24","cin","rall","och","3"
"2021","14","2021-03-31","cin","rall","och","1"
"2021","15","2021-04-07","cin","rall","och","0"
"2021","16","2021-04-14","cin","rall","och","6"
"2021","17","2021-04-21","cin","rall","och","53"
"2021","18","2021-04-28","cin","rall","och","68"
"2021","19","2021-05-05","cin","rall","och","74"
"2021","20","2021-05-12","cin","rall","och","74"
"2021","21","2021-05-19","cin","rall","och","92"
"2021","22","2021-05-26","cin","rall","och","94"
"2021","23","2021-06-02","cin","rall","och","124"
"2021","24","2021-06-09","cin","rall","och","128"
"2021","25","2021-06-16","cin","rall","och","111"
"2021","26","2021-06-23","cin","rall","och","100"
"2021","27","2021-06-30","cin","rall","och","73"
"2021","28","2021-07-07","cin","rall","och","54"
"2021","29","2021-07-14","cin","rall","och","36"
"2021","30","2021-07-21","cin","rall","och","33"
"2021","31","2021-07-28","cin","rall","och","33"
"2021","32","2021-08-04","cin","rall","och","28"
"2021","33","2021-08-11","cin","rall","och","41"
"2021","34","2021-08-18","cin","rall","och","49"
"2021","35","2021-08-25","cin","rall","och","93"
"2021","36","2021-09-01","cin","rall","och","112"
"2021","37","2021-09-08","cin","rall","och","118"
"2021","38","2021-09-15","cin","rall","och","100"
"2021","39","2021-09-22","cin","rall","och","103"
"2021","40","2021-09-29","cin","rall","och","83"
"2021","41","2021-10-06","cin","rall","och","83"
"2021","42","2021-10-13","cin","rall","och","76"
"2021","43","2021-10-20","cin","rall","och","101"
"2021","44","2021-10-27","cin","rall","och","147"
"2021","45","2021-11-03","cin","rall","och","148"
"2021","46","2021-11-10","cin","rall","och","144"
"2021","47","2021-11-17","cin","rall","och","151"
"2021","48","2021-11-24","cin","rall","och","166"
"2021","49","2021-12-01","cin","rall","och","158"
"2021","50","2021-12-08","cin","rall","och","131"
"2021","51","2021-12-15","cin","rall","och","91"
"2021","52","2021-12-22","cin","rall","och","73"
"2022","1","2021-12-29","cin","rall","och","61"
"2022","2","2022-01-05","cin","rall","och","72"
"2022","3","2022-01-12","cin","rall","och","70"
"2022","4","2022-01-19","cin","rall","och","67"
"2022","5","2022-01-26","cin","rall","och","76"
"2022","6","2022-02-02","cin","rall","och","88"
"2022","7","2022-02-09","cin","rall","och","89"
"2022","8","2022-02-16","cin","rall","och","111"
"2022","9","2022-02-23","cin","rall","och","118"
"2022","10","2022-03-02","cin","rall","och","138"
"2022","11","2022-03-09","cin","rall","och","166"
"2022","12","2022-03-16","cin","rall","och","167"
"2022","13","2022-03-23","cin","rall","och","164"
"2022","14","2022-03-30","cin","rall","och","141"
"2022","15","2022-04-06","cin","rall","och","129"
"2022","16","2022-04-13","cin","rall","och","130"
"2022","17","2022-04-20","cin","rall","och","101"
"2022","18","2022-04-27","cin","rall","och","108"
"2022","19","2022-05-04","cin","rall","och","108"
"2022","20","2022-05-11","cin","rall","och","117"
"2022","21","2022-05-18","cin","rall","och","112"
"2022","22","2022-05-25","cin","rall","och","100"
"2022","23","2022-06-01","cin","rall","och","90"
"2022","24","2022-06-08","cin","rall","och","84"
"2022","25","2022-06-15","cin","rall","och","71"
"2022","26","2022-06-22","cin","rall","och","61"
"2022","27","2022-06-29","cin","rall","och","59"
"2022","28","2022-07-06","cin","rall","och","38"
"2022","29","2022-07-13","cin","rall","och","27"
"2022","30","2022-07-20","cin","rall","och","30"
"2022","31","2022-07-27","cin","rall","och","30"
"2022","32","2022-08-03","cin","rall","och","25"
"2022","33","2022-08-10","cin","rall","och","21"
"2022","34","2022-08-17","cin","rall","och","23"
"2022","35","2022-08-24","cin","rall","och","66"
"2022","36","2022-08-31","cin","rall","och","92"
"2022","37","2022-09-07","cin","rall","och","84"
"2022","38","2022-09-14","cin","rall","och","103"
"2022","39","2022-09-21","cin","rall","och","120"
"2022","40","2022-09-28","cin","rall","och","113"
"2022","41","2022-10-05","cin","rall","och","93"
"2022","42","2022-10-12","cin","rall","och","79"
"2022","43","2022-10-19","cin","rall","och","90"
"2022","44","2022-10-26","cin","rall","och","143"
"2022","45","2022-11-02","cin","rall","och","141"
"2022","46","2022-11-09","cin","rall","och","144"
"2022","47","2022-11-16","cin","rall","och","148"
"2022","48","2022-11-23","cin","rall","och","161"
"2022","49","2022-11-30","cin","rall","och","161"
"2022","50","2022-12-07","cin","rall","och","161"
"2022","51","2022-12-14","cin","rall","och","128"
"2022","52","2022-12-21","cin","rall","och","98"
"2023","1","2022-12-28","cin","rall","och","94"
"2023","2","2023-01-04","cin","rall","och","105"
"2023","3","2023-01-11","cin","rall","och","124"
"2023","4","2023-01-18","cin","rall","och","113"
"2023","5","2023-01-25","cin","rall","och","132"
"2023","6","2023-02-01","cin","rall","och","170"
"2023","7","2023-02-08","cin","rall","och","174"
"2023","8","2023-02-15","cin","rall","och","165"
"2023","9","2023-02-22","cin","rall","och","147"
"2023","10","2023-03-01","cin","rall","och","137"
"2023","11","2023-03-08","cin","rall","och","136"
"2023","12","2023-03-15","cin","rall","och","120"
"2023","13","2023-03-22","cin","rall","och","135"
"2023","14","2023-03-29","cin","rall","och","142"
"2023","15","2023-04-05","cin","rall","och","162"
"2023","16","2023-04-12","cin","rall","och","155"
"2023","17","2023-04-19","cin","rall","och","158"
"2023","18","2023-04-26","cin","rall","och","153"
"2023","19","2023-05-03","cin","rall","och","149"
"2023","20","2023-05-10","cin","rall","och","134"
"2023","21","2023-05-17","cin","rall","och","107"
"2023","22","2023-05-24","cin","rall","och","91"
"2023","23","2023-05-31","cin","rall","och","89"
"2023","24","2023-06-07","cin","rall","och","85"
"2023","25","2023-06-14","cin","rall","och","58"
"2023","26","2023-06-21","cin","rall","och","42"
"2023","27","2023-06-28","cin","rall","och","31"
"2023","28","2023-07-05","cin","rall","och","19"
"2023","29","2023-07-12","cin","rall","och","12"
"2023","30","2023-07-19","cin","rall","och","12"
"2023","31","2023-07-26","cin","rall","och","11"
"2023","32","2023-08-02","cin","rall","och","12"
"2023","33","2023-08-09","cin","rall","och","16"
"2023","34","2023-08-16","cin","rall","och","27"
"2023","35","2023-08-23","cin","rall","och","34"
"2023","36","2023-08-30","cin","rall","och","65"
"2023","37","2023-09-06","cin","rall","och","68"
"2023","38","2023-09-13","cin","rall","och","85"
"2023","39","2023-09-20","cin","rall","och","69"
"2023","40","2023-09-27","cin","rall","och","70"
"2023","41","2023-10-04","cin","rall","och","72"
"2023","42","2023-10-11","cin","rall","och","116"
"2023","43","2023-10-18","cin","rall","och","118"
"2023","44","2023-10-25","cin","rall","och","111"
"2023","45","2023-11-01","cin","rall","och","134"
"2023","46","2023-11-08","cin","rall","och","128"
"2023","47","2023-11-15","cin","rall","och","130"
"2023","48","2023-11-22","cin","rall","och","128"
"2023","49","2023-11-29","cin","rall","och","144"
"2023","50","2023-12-06","cin","rall","och","161"
"2023","51","2023-12-13","cin","rall","och","146"
"2023","52","2023-12-20","cin","rall","och","126"
"2024","1","2023-12-27","cin","rall","och","126"
"2024","2","2024-01-03","cin","rall","och","123"
"2024","3","2024-01-10","cin","rall","och","135"
"2024","4","2024-01-17","cin","rall","och","169"
"2024","5","2024-01-24","cin","rall","och","168"
"2024","6","2024-01-31","cin","rall","och","183"
"2024","7","2024-02-07","cin","rall","och","174"
"2024","8","2024-02-14","cin","rall","och","177"
"2024","9","2024-02-21","cin","rall","och","162"
"2024","10","2024-02-28","cin","rall","och","157"
"2024","11","2024-03-06","cin","rall","och","156"
"2024","12","2024-03-13","cin","rall","och","148"
"2024","13","2024-03-20","cin","rall","och","137"
"2024","14","2024-03-27","cin","rall","och","126"
"2024","15","2024-04-03","cin","rall","och","135"
"2024","16","2024-04-10","cin","rall","och","130"
"2024","17","2024-04-17","cin","rall","och","124"
"2024","18","2024-04-24","cin","rall","och","95"
"2024","19","2024-05-01","cin","rall","och","93"
"2024","20","2024-05-08","cin","rall","och","87"
"2024","21","2024-05-15","cin","rall","och","74"
"2024","22","2024-05-22","cin","rall","och","74"
"2024","23","2024-05-29","cin","rall","och","75"
"2024","24","2024-06-05","cin","rall","och","73"
"2024","25","2024-06-12","cin","rall","och","66"
"2024","26","2024-06-19","cin","rall","och","74"
"2024","27","2024-06-26","cin","rall","och","64"
"2024","28","2024-07-03","cin","rall","och","51"
"2024","29","2024-07-10","cin","rall","och","32"
"2024","30","2024-07-17","cin","rall","och","28"
"2024","31","2024-07-24","cin","rall","och","30"
"2024","32","2024-07-31","cin","rall","och","29"
"2024","33","2024-08-07","cin","rall","och","32"
"2024","34","2024-08-14","cin","rall","och","27"
"2024","35","2024-08-21","cin","rall","och","36"
"2024","36","2024-08-28","cin","rall","och","101"
"2024","37","2024-09-04","cin","rall","och","101"
"2024","38","2024-09-11","cin","rall","och","108"
"2024","39","2024-09-18","cin","rall","och","118"
"2024","40","2024-09-25","cin","rall","och","125"
"2024","41","2024-10-02","cin","rall","och","119"
"2024","42","2024-10-09","cin","rall","och","189"
"2024","43","2024-10-16","cin","rall","och","189"
"2024","44","2024-10-23","cin","rall","och","185"
"2024","45","2024-10-30","cin","rall","och","175"
"2024","46","2024-11-06","cin","rall","och","187"
"2024","47","2024-11-13","cin","rall","och","177"
"2024","48","2024-11-20","cin","rall","och","166"
"2024","49","2024-11-27","cin","rall","och","160"
"2024","50","2024-12-04","cin","rall","och","152"
"2024","51","2024-12-11","cin","rall","och","151"
"2024","52","2024-12-18","cin","rall","och","143"
"2024","53","2024-12-25","cin","rall","och","132"
"2025","1","2025-01-01","cin","rall","och","131"
"2025","2","2025-01-08","cin","rall","och","147"
"2025","3","2025-01-15","cin","rall","och","138"
"2025","4","2025-01-22","cin","rall","och","149"
"2025","5","2025-01-29","cin","rall","och","157"
"2025","6","2025-02-05","cin","rall","och","156"
"2025","7","2025-02-12","cin","rall","och","141"
"2025","8","2025-02-19","cin","rall","och","152"
"2025","9","2025-02-26","cin","rall","och","164"
"2025","10","2025-03-05","cin","rall","och","158"
"2025","11","2025-03-12","cin","rall","och","163"
"2025","12","2025-03-19","cin","rall","och","169"
"2025","13","2025-03-26","cin","rall","och","177"
"2025","14","2025-04-02","cin","rall","och","174"
"2025","15","2025-04-09","cin","rall","och","166"
"2025","16","2025-04-16","cin","rall","och","153"
"2025","17","2025-04-23","cin","rall","och","136"
"2025","18","2025-04-30","cin","rall","och","133"
"2025","19","2025-05-07","cin","rall","och","159"
"2025","20","2025-05-14","cin","rall","och","149"
"2025","21","2025-05-21","cin","rall","och","117"
"2025","22","2025-05-28","cin","rall","och","103"
"2025","23","2025-06-04","cin","rall","och","93"
"2025","24","2025-06-11","cin","rall","och","93"
"2025","25","2025-06-18","cin","rall","och","96"
"2025","26","2025-06-25","cin","rall","och","78"
"2025","27","2025-07-02","cin","rall","och","59"
"2025","28","2025-07-09","cin","rall","och","46"
"2025","29","2025-07-16","cin","rall","och","35"
"2025","30","2025-07-23","cin","rall","och","26"
"2025","31","2025-07-30","cin","rall","och","28"
"2025","32","2025-08-06","cin","rall","och","31"
"2025","33","2025-08-13","cin","rall","och","25"
"2025","34","2025-08-20","cin","rall","och","27"
"2019","1","2019-01-02","cin","rall","oeu","203"
"2019","2","2019-01-09","cin","rall","oeu","205"
"2019","3","2019-01-16","cin","rall","oeu","205"
"2019","4","2019-01-23","cin","rall","oeu","186"
"2019","5","2019-01-30","cin","rall","oeu","202"
"2019","6","2019-02-06","cin","rall","oeu","198"
"2019","7","2019-02-13","cin","rall","oeu","200"
"2019","8","2019-02-20","cin","rall","oeu","200"
"2019","9","2019-02-27","cin","rall","oeu","210"
"2019","10","2019-03-06","cin","rall","oeu","205"
"2019","11","2019-03-13","cin","rall","oeu","205"
"2019","12","2019-03-20","cin","rall","oeu","219"
"2019","13","2019-03-27","cin","rall","oeu","210"
"2019","14","2019-04-03","cin","rall","oeu","210"
"2019","15","2019-04-10","cin","rall","oeu","214"
"2019","16","2019-04-17","cin","rall","oeu","211"
"2019","17","2019-04-24","cin","rall","oeu","195"
"2019","18","2019-05-01","cin","rall","oeu","206"
"2019","19","2019-05-08","cin","rall","oeu","216"
"2019","20","2019-05-15","cin","rall","oeu","208"
"2019","21","2019-05-22","cin","rall","oeu","197"
"2019","22","2019-05-29","cin","rall","oeu","210"
"2019","23","2019-06-05","cin","rall","oeu","211"
"2019","24","2019-06-12","cin","rall","oeu","203"
"2019","25","2019-06-19","cin","rall","oeu","192"
"2019","26","2019-06-26","cin","rall","oeu","167"
"2019","27","2019-07-03","cin","rall","oeu","164"
"2019","28","2019-07-10","cin","rall","oeu","179"
"2019","29","2019-07-17","cin","rall","oeu","154"
"2019","30","2019-07-24","cin","rall","oeu","146"
"2019","31","2019-07-31","cin","rall","oeu","143"
"2019","32","2019-08-07","cin","rall","oeu","146"
"2019","33","2019-08-14","cin","rall","oeu","140"
"2019","34","2019-08-21","cin","rall","oeu","158"
"2019","35","2019-08-28","cin","rall","oeu","212"
"2019","36","2019-09-04","cin","rall","oeu","186"
"2019","37","2019-09-11","cin","rall","oeu","206"
"2019","38","2019-09-18","cin","rall","oeu","209"
"2019","39","2019-09-25","cin","rall","oeu","219"
"2019","40","2019-10-02","cin","rall","oeu","213"
"2019","41","2019-10-09","cin","rall","oeu","217"
"2019","42","2019-10-16","cin","rall","oeu","220"
"2019","43","2019-10-23","cin","rall","oeu","213"
"2019","44","2019-10-30","cin","rall","oeu","219"
"2019","45","2019-11-06","cin","rall","oeu","211"
"2019","46","2019-11-13","cin","rall","oeu","214"
"2019","47","2019-11-20","cin","rall","oeu","204"
"2019","48","2019-11-27","cin","rall","oeu","209"
"2019","49","2019-12-04","cin","rall","oeu","210"
"2019","50","2019-12-11","cin","rall","oeu","204"
"2019","51","2019-12-18","cin","rall","oeu","196"
"2019","52","2019-12-25","cin","rall","oeu","197"
"2020","1","2020-01-01","cin","rall","oeu","205"
"2020","2","2020-01-08","cin","rall","oeu","209"
"2020","3","2020-01-15","cin","rall","oeu","202"
"2020","4","2020-01-22","cin","rall","oeu","204"
"2020","5","2020-01-29","cin","rall","oeu","213"
"2020","6","2020-02-05","cin","rall","oeu","218"
"2020","7","2020-02-12","cin","rall","oeu","215"
"2020","8","2020-02-19","cin","rall","oeu","213"
"2020","9","2020-02-26","cin","rall","oeu","219"
"2020","10","2020-03-04","cin","rall","oeu","213"
"2020","11","2020-03-11","cin","rall","oeu","187"
"2020","12","2020-03-18","cin","rall","oeu","0"
"2020","13","2020-03-25","cin","rall","oeu","0"
"2020","14","2020-04-01","cin","rall","oeu","0"
"2020","15","2020-04-08","cin","rall","oeu","0"
"2020","16","2020-04-15","cin","rall","oeu","0"
"2020","17","2020-04-22","cin","rall","oeu","0"
"2020","18","2020-04-29","cin","rall","oeu","0"
"2020","19","2020-05-06","cin","rall","oeu","0"
"2020","20","2020-05-13","cin","rall","oeu","0"
"2020","21","2020-05-20","cin","rall","oeu","0"
"2020","22","2020-05-27","cin","rall","oeu","0"
"2020","23","2020-06-03","cin","rall","oeu","97"
"2020","24","2020-06-10","cin","rall","oeu","134"
"2020","25","2020-06-17","cin","rall","oeu","141"
"2020","26","2020-06-24","cin","rall","oeu","146"
"2020","27","2020-07-01","cin","rall","oeu","156"
"2020","28","2020-07-08","cin","rall","oeu","155"
"2020","29","2020-07-15","cin","rall","oeu","156"
"2020","30","2020-07-22","cin","rall","oeu","160"
"2020","31","2020-07-29","cin","rall","oeu","141"
"2020","32","2020-08-05","cin","rall","oeu","143"
"2020","33","2020-08-12","cin","rall","oeu","132"
"2020","34","2020-08-19","cin","rall","oeu","138"
"2020","35","2020-08-26","cin","rall","oeu","148"
"2020","36","2020-09-02","cin","rall","oeu","169"
"2020","37","2020-09-09","cin","rall","oeu","179"
"2020","38","2020-09-16","cin","rall","oeu","188"
"2020","39","2020-09-23","cin","rall","oeu","187"
"2020","40","2020-09-30","cin","rall","oeu","203"
"2020","41","2020-10-07","cin","rall","oeu","205"
"2020","42","2020-10-14","cin","rall","oeu","216"
"2020","43","2020-10-21","cin","rall","oeu","197"
"2020","44","2020-10-28","cin","rall","oeu","167"
"2020","45","2020-11-04","cin","rall","oeu","120"
"2020","46","2020-11-11","cin","rall","oeu","102"
"2020","47","2020-11-18","cin","rall","oeu","91"
"2020","48","2020-11-25","cin","rall","oeu","90"
"2020","49","2020-12-02","cin","rall","oeu","90"
"2020","50","2020-12-09","cin","rall","oeu","57"
"2020","51","2019-12-18","cin","rall","oeu","0"
"2020","52","2019-12-25","cin","rall","oeu","0"
"2021","1","2020-12-30","cin","rall","oeu","1"
"2021","2","2021-01-06","cin","rall","oeu","1"
"2021","3","2021-01-13","cin","rall","oeu","1"
"2021","4","2021-01-20","cin","rall","oeu","1"
"2021","5","2021-01-27","cin","rall","oeu","1"
"2021","6","2021-02-03","cin","rall","oeu","1"
"2021","7","2021-02-10","cin","rall","oeu","2"
"2021","8","2021-02-17","cin","rall","oeu","2"
"2021","9","2021-02-24","cin","rall","oeu","0"
"2021","10","2021-03-03","cin","rall","oeu","1"
"2021","11","2021-03-10","cin","rall","oeu","2"
"2021","12","2021-03-17","cin","rall","oeu","3"
"2021","13","2021-03-24","cin","rall","oeu","6"
"2021","14","2021-03-31","cin","rall","oeu","7"
"2021","15","2021-04-07","cin","rall","oeu","7"
"2021","16","2021-04-14","cin","rall","oeu","20"
"2021","17","2021-04-21","cin","rall","oeu","127"
"2021","18","2021-04-28","cin","rall","oeu","145"
"2021","19","2021-05-05","cin","rall","oeu","165"
"2021","20","2021-05-12","cin","rall","oeu","175"
"2021","21","2021-05-19","cin","rall","oeu","176"
"2021","22","2021-05-26","cin","rall","oeu","176"
"2021","23","2021-06-02","cin","rall","oeu","186"
"2021","24","2021-06-09","cin","rall","oeu","176"
"2021","25","2021-06-16","cin","rall","oeu","154"
"2021","26","2021-06-23","cin","rall","oeu","178"
"2021","27","2021-06-30","cin","rall","oeu","182"
"2021","28","2021-07-07","cin","rall","oeu","171"
"2021","29","2021-07-14","cin","rall","oeu","156"
"2021","30","2021-07-21","cin","rall","oeu","164"
"2021","31","2021-07-28","cin","rall","oeu","162"
"2021","32","2021-08-04","cin","rall","oeu","162"
"2021","33","2021-08-11","cin","rall","oeu","167"
"2021","34","2021-08-18","cin","rall","oeu","179"
"2021","35","2021-08-25","cin","rall","oeu","189"
"2021","36","2021-09-01","cin","rall","oeu","218"
"2021","37","2021-09-08","cin","rall","oeu","200"
"2021","38","2021-09-15","cin","rall","oeu","198"
"2021","39","2021-09-22","cin","rall","oeu","191"
"2021","40","2021-09-29","cin","rall","oeu","178"
"2021","41","2021-10-06","cin","rall","oeu","185"
"2021","42","2021-10-13","cin","rall","oeu","194"
"2021","43","2021-10-20","cin","rall","oeu","196"
"2021","44","2021-10-27","cin","rall","oeu","196"
"2021","45","2021-11-03","cin","rall","oeu","182"
"2021","46","2021-11-10","cin","rall","oeu","189"
"2021","47","2021-11-17","cin","rall","oeu","202"
"2021","48","2021-11-24","cin","rall","oeu","196"
"2021","49","2021-12-01","cin","rall","oeu","182"
"2021","50","2021-12-08","cin","rall","oeu","200"
"2021","51","2021-12-15","cin","rall","oeu","208"
"2021","52","2021-12-22","cin","rall","oeu","194"
"2022","1","2021-12-29","cin","rall","oeu","196"
"2022","2","2022-01-05","cin","rall","oeu","193"
"2022","3","2022-01-12","cin","rall","oeu","194"
"2022","4","2022-01-19","cin","rall","oeu","187"
"2022","5","2022-01-26","cin","rall","oeu","202"
"2022","6","2022-02-02","cin","rall","oeu","211"
"2022","7","2022-02-09","cin","rall","oeu","217"
"2022","8","2022-02-16","cin","rall","oeu","207"
"2022","9","2022-02-23","cin","rall","oeu","203"
"2022","10","2022-03-02","cin","rall","oeu","204"
"2022","11","2022-03-09","cin","rall","oeu","195"
"2022","12","2022-03-16","cin","rall","oeu","204"
"2022","13","2022-03-23","cin","rall","oeu","199"
"2022","14","2022-03-30","cin","rall","oeu","210"
"2022","15","2022-04-06","cin","rall","oeu","203"
"2022","16","2022-04-13","cin","rall","oeu","206"
"2022","17","2022-04-20","cin","rall","oeu","204"
"2022","18","2022-04-27","cin","rall","oeu","193"
"2022","19","2022-05-04","cin","rall","oeu","189"
"2022","20","2022-05-11","cin","rall","oeu","193"
"2022","21","2022-05-18","cin","rall","oeu","198"
"2022","22","2022-05-25","cin","rall","oeu","198"
"2022","23","2022-06-01","cin","rall","oeu","203"
"2022","24","2022-06-08","cin","rall","oeu","188"
"2022","25","2022-06-15","cin","rall","oeu","165"
"2022","26","2022-06-22","cin","rall","oeu","151"
"2022","27","2022-06-29","cin","rall","oeu","132"
"2022","28","2022-07-06","cin","rall","oeu","149"
"2022","29","2022-07-13","cin","rall","oeu","149"
"2022","30","2022-07-20","cin","rall","oeu","159"
"2022","31","2022-07-27","cin","rall","oeu","147"
"2022","32","2022-08-03","cin","rall","oeu","137"
"2022","33","2022-08-10","cin","rall","oeu","145"
"2022","34","2022-08-17","cin","rall","oeu","154"
"2022","35","2022-08-24","cin","rall","oeu","179"
"2022","36","2022-08-31","cin","rall","oeu","202"
"2022","37","2022-09-07","cin","rall","oeu","201"
"2022","38","2022-09-14","cin","rall","oeu","196"
"2022","39","2022-09-21","cin","rall","oeu","186"
"2022","40","2022-09-28","cin","rall","oeu","208"
"2022","41","2022-10-05","cin","rall","oeu","210"
"2022","42","2022-10-12","cin","rall","oeu","225"
"2022","43","2022-10-19","cin","rall","oeu","213"
"2022","44","2022-10-26","cin","rall","oeu","219"
"2022","45","2022-11-02","cin","rall","oeu","211"
"2022","46","2022-11-09","cin","rall","oeu","219"
"2022","47","2022-11-16","cin","rall","oeu","214"
"2022","48","2022-11-23","cin","rall","oeu","211"
"2022","49","2022-11-30","cin","rall","oeu","222"
"2022","50","2022-12-07","cin","rall","oeu","215"
"2022","51","2022-12-14","cin","rall","oeu","210"
"2022","52","2022-12-21","cin","rall","oeu","196"
"2023","1","2022-12-28","cin","rall","oeu","190"
"2023","2","2023-01-04","cin","rall","oeu","193"
"2023","3","2023-01-11","cin","rall","oeu","194"
"2023","4","2023-01-18","cin","rall","oeu","186"
"2023","5","2023-01-25","cin","rall","oeu","206"
"2023","6","2023-02-01","cin","rall","oeu","208"
"2023","7","2023-02-08","cin","rall","oeu","216"
"2023","8","2023-02-15","cin","rall","oeu","205"
"2023","9","2023-02-22","cin","rall","oeu","210"
"2023","10","2023-03-01","cin","rall","oeu","216"
"2023","11","2023-03-08","cin","rall","oeu","216"
"2023","12","2023-03-15","cin","rall","oeu","211"
"2023","13","2023-03-22","cin","rall","oeu","216"
"2023","14","2023-03-29","cin","rall","oeu","222"
"2023","15","2023-04-05","cin","rall","oeu","209"
"2023","16","2023-04-12","cin","rall","oeu","192"
"2023","17","2023-04-19","cin","rall","oeu","192"
"2023","18","2023-04-26","cin","rall","oeu","178"
"2023","19","2023-05-03","cin","rall","oeu","187"
"2023","20","2023-05-10","cin","rall","oeu","186"
"2023","21","2023-05-17","cin","rall","oeu","202"
"2023","22","2023-05-24","cin","rall","oeu","189"
"2023","23","2023-05-31","cin","rall","oeu","172"
"2023","24","2023-06-07","cin","rall","oeu","183"
"2023","25","2023-06-14","cin","rall","oeu","171"
"2023","26","2023-06-21","cin","rall","oeu","166"
"2023","27","2023-06-28","cin","rall","oeu","156"
"2023","28","2023-07-05","cin","rall","oeu","151"
"2023","29","2023-07-12","cin","rall","oeu","149"
"2023","30","2023-07-19","cin","rall","oeu","142"
"2023","31","2023-07-26","cin","rall","oeu","131"
"2023","32","2023-08-02","cin","rall","oeu","125"
"2023","33","2023-08-09","cin","rall","oeu","133"
"2023","34","2023-08-16","cin","rall","oeu","146"
"2023","35","2023-08-23","cin","rall","oeu","160"
"2023","36","2023-08-30","cin","rall","oeu","195"
"2023","37","2023-09-06","cin","rall","oeu","196"
"2023","38","2023-09-13","cin","rall","oeu","196"
"2023","39","2023-09-20","cin","rall","oeu","191"
"2023","40","2023-09-27","cin","rall","oeu","193"
"2023","41","2023-10-04","cin","rall","oeu","193"
"2023","42","2023-10-11","cin","rall","oeu","200"
"2023","43","2023-10-18","cin","rall","oeu","197"
"2023","44","2023-10-25","cin","rall","oeu","197"
"2023","45","2023-11-01","cin","rall","oeu","205"
"2023","46","2023-11-08","cin","rall","oeu","211"
"2023","47","2023-11-15","cin","rall","oeu","207"
"2023","48","2023-11-22","cin","rall","oeu","211"
"2023","49","2023-11-29","cin","rall","oeu","191"
"2023","50","2023-12-06","cin","rall","oeu","193"
"2023","51","2023-12-13","cin","rall","oeu","203"
"2023","52","2023-12-20","cin","rall","oeu","195"
"2024","1","2023-12-27","cin","rall","oeu","183"
"2024","2","2024-01-03","cin","rall","oeu","178"
"2024","3","2024-01-10","cin","rall","oeu","181"
"2024","4","2024-01-17","cin","rall","oeu","164"
"2024","5","2024-01-24","cin","rall","oeu","194"
"2024","6","2024-01-31","cin","rall","oeu","206"
"2024","7","2024-02-07","cin","rall","oeu","201"
"2024","8","2024-02-14","cin","rall","oeu","203"
"2024","9","2024-02-21","cin","rall","oeu","212"
"2024","10","2024-02-28","cin","rall","oeu","205"
"2024","11","2024-03-06","cin","rall","oeu","204"
"2024","12","2024-03-13","cin","rall","oeu","203"
"2024","13","2024-03-20","cin","rall","oeu","206"
"2024","14","2024-03-27","cin","rall","oeu","216"
"2024","15","2024-04-03","cin","rall","oeu","220"
"2024","16","2024-04-10","cin","rall","oeu","217"
"2024","17","2024-04-17","cin","rall","oeu","217"
"2024","18","2024-04-24","cin","rall","oeu","217"
"2024","19","2024-05-01","cin","rall","oeu","217"
"2024","20","2024-05-08","cin","rall","oeu","204"
"2024","21","2024-05-15","cin","rall","oeu","198"
"2024","22","2024-05-22","cin","rall","oeu","189"
"2024","23","2024-05-29","cin","rall","oeu","193"
