Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
null,GENERIC,null,2025.11.03 09:38:17,09:38:17,475,466,0.0,17.0,0,78,119,0.0,0.0
