Source app,Activity type,Activity name,Date,Time,Elapsed time,Active time,Distance (miles),Calories (kcal),Steps,Average heart rate,Max heart rate,Average speed,Max speed
null,TRAINING,null,2025.11.07 14:19:10,14:19:10,7147,7142,0.0,943.0,0,123,147,0.0,0.0
